C macros	libc-2.18-x64	libc-2.18-i686	libc-2.17-x32	libc-2.9-nacl-x64	libc-2.9-nacl-i686
_BSD_PTRDIFF_T_					
_BSD_SIZE_T_					
_BSD_SIZE_T_DEFINED_					
_BSD_SOURCE	1	1	1	1	1
_Bool	bool	bool	bool	bool	bool
_CS_GNU_LIBC_VERSION	_CS_GNU_LIBC_VERSION	_CS_GNU_LIBC_VERSION	_CS_GNU_LIBC_VERSION	_CS_GNU_LIBC_VERSION	_CS_GNU_LIBC_VERSION
_CS_GNU_LIBPTHREAD_VERSION	_CS_GNU_LIBPTHREAD_VERSION	_CS_GNU_LIBPTHREAD_VERSION	_CS_GNU_LIBPTHREAD_VERSION	_CS_GNU_LIBPTHREAD_VERSION	_CS_GNU_LIBPTHREAD_VERSION
_CS_LFS64_CFLAGS	_CS_LFS64_CFLAGS	_CS_LFS64_CFLAGS	_CS_LFS64_CFLAGS	_CS_LFS64_CFLAGS	_CS_LFS64_CFLAGS
_CS_LFS64_LDFLAGS	_CS_LFS64_LDFLAGS	_CS_LFS64_LDFLAGS	_CS_LFS64_LDFLAGS	_CS_LFS64_LDFLAGS	_CS_LFS64_LDFLAGS
_CS_LFS64_LIBS	_CS_LFS64_LIBS	_CS_LFS64_LIBS	_CS_LFS64_LIBS	_CS_LFS64_LIBS	_CS_LFS64_LIBS
_CS_LFS64_LINTFLAGS	_CS_LFS64_LINTFLAGS	_CS_LFS64_LINTFLAGS	_CS_LFS64_LINTFLAGS	_CS_LFS64_LINTFLAGS	_CS_LFS64_LINTFLAGS
_CS_LFS_CFLAGS	_CS_LFS_CFLAGS	_CS_LFS_CFLAGS	_CS_LFS_CFLAGS	_CS_LFS_CFLAGS	_CS_LFS_CFLAGS
_CS_LFS_LDFLAGS	_CS_LFS_LDFLAGS	_CS_LFS_LDFLAGS	_CS_LFS_LDFLAGS	_CS_LFS_LDFLAGS	_CS_LFS_LDFLAGS
_CS_LFS_LIBS	_CS_LFS_LIBS	_CS_LFS_LIBS	_CS_LFS_LIBS	_CS_LFS_LIBS	_CS_LFS_LIBS
_CS_LFS_LINTFLAGS	_CS_LFS_LINTFLAGS	_CS_LFS_LINTFLAGS	_CS_LFS_LINTFLAGS	_CS_LFS_LINTFLAGS	_CS_LFS_LINTFLAGS
_CS_PATH	_CS_PATH	_CS_PATH	_CS_PATH	_CS_PATH	_CS_PATH
_CS_POSIX_V5_WIDTH_RESTRICTED_ENVS	_CS_V5_WIDTH_RESTRICTED_ENVS	_CS_V5_WIDTH_RESTRICTED_ENVS	_CS_V5_WIDTH_RESTRICTED_ENVS	???	???
_CS_POSIX_V6_ILP32_OFF32_CFLAGS	_CS_POSIX_V6_ILP32_OFF32_CFLAGS	_CS_POSIX_V6_ILP32_OFF32_CFLAGS	_CS_POSIX_V6_ILP32_OFF32_CFLAGS	_CS_POSIX_V6_ILP32_OFF32_CFLAGS	_CS_POSIX_V6_ILP32_OFF32_CFLAGS
_CS_POSIX_V6_ILP32_OFF32_LDFLAGS	_CS_POSIX_V6_ILP32_OFF32_LDFLAGS	_CS_POSIX_V6_ILP32_OFF32_LDFLAGS	_CS_POSIX_V6_ILP32_OFF32_LDFLAGS	_CS_POSIX_V6_ILP32_OFF32_LDFLAGS	_CS_POSIX_V6_ILP32_OFF32_LDFLAGS
_CS_POSIX_V6_ILP32_OFF32_LIBS	_CS_POSIX_V6_ILP32_OFF32_LIBS	_CS_POSIX_V6_ILP32_OFF32_LIBS	_CS_POSIX_V6_ILP32_OFF32_LIBS	_CS_POSIX_V6_ILP32_OFF32_LIBS	_CS_POSIX_V6_ILP32_OFF32_LIBS
_CS_POSIX_V6_ILP32_OFF32_LINTFLAGS	_CS_POSIX_V6_ILP32_OFF32_LINTFLAGS	_CS_POSIX_V6_ILP32_OFF32_LINTFLAGS	_CS_POSIX_V6_ILP32_OFF32_LINTFLAGS	_CS_POSIX_V6_ILP32_OFF32_LINTFLAGS	_CS_POSIX_V6_ILP32_OFF32_LINTFLAGS
_CS_POSIX_V6_ILP32_OFFBIG_CFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_CFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_CFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_CFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_CFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_CFLAGS
_CS_POSIX_V6_ILP32_OFFBIG_LDFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_LDFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_LDFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_LDFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_LDFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_LDFLAGS
_CS_POSIX_V6_ILP32_OFFBIG_LIBS	_CS_POSIX_V6_ILP32_OFFBIG_LIBS	_CS_POSIX_V6_ILP32_OFFBIG_LIBS	_CS_POSIX_V6_ILP32_OFFBIG_LIBS	_CS_POSIX_V6_ILP32_OFFBIG_LIBS	_CS_POSIX_V6_ILP32_OFFBIG_LIBS
_CS_POSIX_V6_ILP32_OFFBIG_LINTFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_LINTFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_LINTFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_LINTFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_LINTFLAGS	_CS_POSIX_V6_ILP32_OFFBIG_LINTFLAGS
_CS_POSIX_V6_LP64_OFF64_CFLAGS	_CS_POSIX_V6_LP64_OFF64_CFLAGS	_CS_POSIX_V6_LP64_OFF64_CFLAGS	_CS_POSIX_V6_LP64_OFF64_CFLAGS	_CS_POSIX_V6_LP64_OFF64_CFLAGS	_CS_POSIX_V6_LP64_OFF64_CFLAGS
_CS_POSIX_V6_LP64_OFF64_LDFLAGS	_CS_POSIX_V6_LP64_OFF64_LDFLAGS	_CS_POSIX_V6_LP64_OFF64_LDFLAGS	_CS_POSIX_V6_LP64_OFF64_LDFLAGS	_CS_POSIX_V6_LP64_OFF64_LDFLAGS	_CS_POSIX_V6_LP64_OFF64_LDFLAGS
_CS_POSIX_V6_LP64_OFF64_LIBS	_CS_POSIX_V6_LP64_OFF64_LIBS	_CS_POSIX_V6_LP64_OFF64_LIBS	_CS_POSIX_V6_LP64_OFF64_LIBS	_CS_POSIX_V6_LP64_OFF64_LIBS	_CS_POSIX_V6_LP64_OFF64_LIBS
_CS_POSIX_V6_LP64_OFF64_LINTFLAGS	_CS_POSIX_V6_LP64_OFF64_LINTFLAGS	_CS_POSIX_V6_LP64_OFF64_LINTFLAGS	_CS_POSIX_V6_LP64_OFF64_LINTFLAGS	_CS_POSIX_V6_LP64_OFF64_LINTFLAGS	_CS_POSIX_V6_LP64_OFF64_LINTFLAGS
_CS_POSIX_V6_LPBIG_OFFBIG_CFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_CFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_CFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_CFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_CFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_CFLAGS
_CS_POSIX_V6_LPBIG_OFFBIG_LDFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_LDFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_LDFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_LDFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_LDFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_LDFLAGS
_CS_POSIX_V6_LPBIG_OFFBIG_LIBS	_CS_POSIX_V6_LPBIG_OFFBIG_LIBS	_CS_POSIX_V6_LPBIG_OFFBIG_LIBS	_CS_POSIX_V6_LPBIG_OFFBIG_LIBS	_CS_POSIX_V6_LPBIG_OFFBIG_LIBS	_CS_POSIX_V6_LPBIG_OFFBIG_LIBS
_CS_POSIX_V6_LPBIG_OFFBIG_LINTFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_LINTFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_LINTFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_LINTFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_LINTFLAGS	_CS_POSIX_V6_LPBIG_OFFBIG_LINTFLAGS
_CS_POSIX_V6_WIDTH_RESTRICTED_ENVS	_CS_V6_WIDTH_RESTRICTED_ENVS	_CS_V6_WIDTH_RESTRICTED_ENVS	_CS_V6_WIDTH_RESTRICTED_ENVS	_CS_V6_WIDTH_RESTRICTED_ENVS	_CS_V6_WIDTH_RESTRICTED_ENVS
_CS_POSIX_V7_ILP32_OFF32_CFLAGS	_CS_POSIX_V7_ILP32_OFF32_CFLAGS	_CS_POSIX_V7_ILP32_OFF32_CFLAGS	_CS_POSIX_V7_ILP32_OFF32_CFLAGS	???	???
_CS_POSIX_V7_ILP32_OFF32_LDFLAGS	_CS_POSIX_V7_ILP32_OFF32_LDFLAGS	_CS_POSIX_V7_ILP32_OFF32_LDFLAGS	_CS_POSIX_V7_ILP32_OFF32_LDFLAGS	???	???
_CS_POSIX_V7_ILP32_OFF32_LIBS	_CS_POSIX_V7_ILP32_OFF32_LIBS	_CS_POSIX_V7_ILP32_OFF32_LIBS	_CS_POSIX_V7_ILP32_OFF32_LIBS	???	???
_CS_POSIX_V7_ILP32_OFF32_LINTFLAGS	_CS_POSIX_V7_ILP32_OFF32_LINTFLAGS	_CS_POSIX_V7_ILP32_OFF32_LINTFLAGS	_CS_POSIX_V7_ILP32_OFF32_LINTFLAGS	???	???
_CS_POSIX_V7_ILP32_OFFBIG_CFLAGS	_CS_POSIX_V7_ILP32_OFFBIG_CFLAGS	_CS_POSIX_V7_ILP32_OFFBIG_CFLAGS	_CS_POSIX_V7_ILP32_OFFBIG_CFLAGS	???	???
_CS_POSIX_V7_ILP32_OFFBIG_LDFLAGS	_CS_POSIX_V7_ILP32_OFFBIG_LDFLAGS	_CS_POSIX_V7_ILP32_OFFBIG_LDFLAGS	_CS_POSIX_V7_ILP32_OFFBIG_LDFLAGS	???	???
_CS_POSIX_V7_ILP32_OFFBIG_LIBS	_CS_POSIX_V7_ILP32_OFFBIG_LIBS	_CS_POSIX_V7_ILP32_OFFBIG_LIBS	_CS_POSIX_V7_ILP32_OFFBIG_LIBS	???	???
_CS_POSIX_V7_ILP32_OFFBIG_LINTFLAGS	_CS_POSIX_V7_ILP32_OFFBIG_LINTFLAGS	_CS_POSIX_V7_ILP32_OFFBIG_LINTFLAGS	_CS_POSIX_V7_ILP32_OFFBIG_LINTFLAGS	???	???
_CS_POSIX_V7_LP64_OFF64_CFLAGS	_CS_POSIX_V7_LP64_OFF64_CFLAGS	_CS_POSIX_V7_LP64_OFF64_CFLAGS	_CS_POSIX_V7_LP64_OFF64_CFLAGS	???	???
_CS_POSIX_V7_LP64_OFF64_LDFLAGS	_CS_POSIX_V7_LP64_OFF64_LDFLAGS	_CS_POSIX_V7_LP64_OFF64_LDFLAGS	_CS_POSIX_V7_LP64_OFF64_LDFLAGS	???	???
_CS_POSIX_V7_LP64_OFF64_LIBS	_CS_POSIX_V7_LP64_OFF64_LIBS	_CS_POSIX_V7_LP64_OFF64_LIBS	_CS_POSIX_V7_LP64_OFF64_LIBS	???	???
_CS_POSIX_V7_LP64_OFF64_LINTFLAGS	_CS_POSIX_V7_LP64_OFF64_LINTFLAGS	_CS_POSIX_V7_LP64_OFF64_LINTFLAGS	_CS_POSIX_V7_LP64_OFF64_LINTFLAGS	???	???
_CS_POSIX_V7_LPBIG_OFFBIG_CFLAGS	_CS_POSIX_V7_LPBIG_OFFBIG_CFLAGS	_CS_POSIX_V7_LPBIG_OFFBIG_CFLAGS	_CS_POSIX_V7_LPBIG_OFFBIG_CFLAGS	???	???
_CS_POSIX_V7_LPBIG_OFFBIG_LDFLAGS	_CS_POSIX_V7_LPBIG_OFFBIG_LDFLAGS	_CS_POSIX_V7_LPBIG_OFFBIG_LDFLAGS	_CS_POSIX_V7_LPBIG_OFFBIG_LDFLAGS	???	???
_CS_POSIX_V7_LPBIG_OFFBIG_LIBS	_CS_POSIX_V7_LPBIG_OFFBIG_LIBS	_CS_POSIX_V7_LPBIG_OFFBIG_LIBS	_CS_POSIX_V7_LPBIG_OFFBIG_LIBS	???	???
_CS_POSIX_V7_LPBIG_OFFBIG_LINTFLAGS	_CS_POSIX_V7_LPBIG_OFFBIG_LINTFLAGS	_CS_POSIX_V7_LPBIG_OFFBIG_LINTFLAGS	_CS_POSIX_V7_LPBIG_OFFBIG_LINTFLAGS	???	???
_CS_POSIX_V7_WIDTH_RESTRICTED_ENVS	_CS_V7_WIDTH_RESTRICTED_ENVS	_CS_V7_WIDTH_RESTRICTED_ENVS	_CS_V7_WIDTH_RESTRICTED_ENVS	???	???
_CS_V5_WIDTH_RESTRICTED_ENVS	_CS_V5_WIDTH_RESTRICTED_ENVS	_CS_V5_WIDTH_RESTRICTED_ENVS	_CS_V5_WIDTH_RESTRICTED_ENVS	???	???
_CS_V6_ENV	_CS_V6_ENV	_CS_V6_ENV	_CS_V6_ENV	???	???
_CS_V6_WIDTH_RESTRICTED_ENVS	_CS_V6_WIDTH_RESTRICTED_ENVS	_CS_V6_WIDTH_RESTRICTED_ENVS	_CS_V6_WIDTH_RESTRICTED_ENVS	_CS_V6_WIDTH_RESTRICTED_ENVS	_CS_V6_WIDTH_RESTRICTED_ENVS
_CS_V7_ENV	_CS_V7_ENV	_CS_V7_ENV	_CS_V7_ENV	???	???
_CS_V7_WIDTH_RESTRICTED_ENVS	_CS_V7_WIDTH_RESTRICTED_ENVS	_CS_V7_WIDTH_RESTRICTED_ENVS	_CS_V7_WIDTH_RESTRICTED_ENVS	???	???
_CS_XBS5_ILP32_OFF32_CFLAGS	_CS_XBS5_ILP32_OFF32_CFLAGS	_CS_XBS5_ILP32_OFF32_CFLAGS	_CS_XBS5_ILP32_OFF32_CFLAGS	_CS_XBS5_ILP32_OFF32_CFLAGS	_CS_XBS5_ILP32_OFF32_CFLAGS
_CS_XBS5_ILP32_OFF32_LDFLAGS	_CS_XBS5_ILP32_OFF32_LDFLAGS	_CS_XBS5_ILP32_OFF32_LDFLAGS	_CS_XBS5_ILP32_OFF32_LDFLAGS	_CS_XBS5_ILP32_OFF32_LDFLAGS	_CS_XBS5_ILP32_OFF32_LDFLAGS
_CS_XBS5_ILP32_OFF32_LIBS	_CS_XBS5_ILP32_OFF32_LIBS	_CS_XBS5_ILP32_OFF32_LIBS	_CS_XBS5_ILP32_OFF32_LIBS	_CS_XBS5_ILP32_OFF32_LIBS	_CS_XBS5_ILP32_OFF32_LIBS
_CS_XBS5_ILP32_OFF32_LINTFLAGS	_CS_XBS5_ILP32_OFF32_LINTFLAGS	_CS_XBS5_ILP32_OFF32_LINTFLAGS	_CS_XBS5_ILP32_OFF32_LINTFLAGS	_CS_XBS5_ILP32_OFF32_LINTFLAGS	_CS_XBS5_ILP32_OFF32_LINTFLAGS
_CS_XBS5_ILP32_OFFBIG_CFLAGS	_CS_XBS5_ILP32_OFFBIG_CFLAGS	_CS_XBS5_ILP32_OFFBIG_CFLAGS	_CS_XBS5_ILP32_OFFBIG_CFLAGS	_CS_XBS5_ILP32_OFFBIG_CFLAGS	_CS_XBS5_ILP32_OFFBIG_CFLAGS
_CS_XBS5_ILP32_OFFBIG_LDFLAGS	_CS_XBS5_ILP32_OFFBIG_LDFLAGS	_CS_XBS5_ILP32_OFFBIG_LDFLAGS	_CS_XBS5_ILP32_OFFBIG_LDFLAGS	_CS_XBS5_ILP32_OFFBIG_LDFLAGS	_CS_XBS5_ILP32_OFFBIG_LDFLAGS
_CS_XBS5_ILP32_OFFBIG_LIBS	_CS_XBS5_ILP32_OFFBIG_LIBS	_CS_XBS5_ILP32_OFFBIG_LIBS	_CS_XBS5_ILP32_OFFBIG_LIBS	_CS_XBS5_ILP32_OFFBIG_LIBS	_CS_XBS5_ILP32_OFFBIG_LIBS
_CS_XBS5_ILP32_OFFBIG_LINTFLAGS	_CS_XBS5_ILP32_OFFBIG_LINTFLAGS	_CS_XBS5_ILP32_OFFBIG_LINTFLAGS	_CS_XBS5_ILP32_OFFBIG_LINTFLAGS	_CS_XBS5_ILP32_OFFBIG_LINTFLAGS	_CS_XBS5_ILP32_OFFBIG_LINTFLAGS
_CS_XBS5_LP64_OFF64_CFLAGS	_CS_XBS5_LP64_OFF64_CFLAGS	_CS_XBS5_LP64_OFF64_CFLAGS	_CS_XBS5_LP64_OFF64_CFLAGS	_CS_XBS5_LP64_OFF64_CFLAGS	_CS_XBS5_LP64_OFF64_CFLAGS
_CS_XBS5_LP64_OFF64_LDFLAGS	_CS_XBS5_LP64_OFF64_LDFLAGS	_CS_XBS5_LP64_OFF64_LDFLAGS	_CS_XBS5_LP64_OFF64_LDFLAGS	_CS_XBS5_LP64_OFF64_LDFLAGS	_CS_XBS5_LP64_OFF64_LDFLAGS
_CS_XBS5_LP64_OFF64_LIBS	_CS_XBS5_LP64_OFF64_LIBS	_CS_XBS5_LP64_OFF64_LIBS	_CS_XBS5_LP64_OFF64_LIBS	_CS_XBS5_LP64_OFF64_LIBS	_CS_XBS5_LP64_OFF64_LIBS
_CS_XBS5_LP64_OFF64_LINTFLAGS	_CS_XBS5_LP64_OFF64_LINTFLAGS	_CS_XBS5_LP64_OFF64_LINTFLAGS	_CS_XBS5_LP64_OFF64_LINTFLAGS	_CS_XBS5_LP64_OFF64_LINTFLAGS	_CS_XBS5_LP64_OFF64_LINTFLAGS
_CS_XBS5_LPBIG_OFFBIG_CFLAGS	_CS_XBS5_LPBIG_OFFBIG_CFLAGS	_CS_XBS5_LPBIG_OFFBIG_CFLAGS	_CS_XBS5_LPBIG_OFFBIG_CFLAGS	_CS_XBS5_LPBIG_OFFBIG_CFLAGS	_CS_XBS5_LPBIG_OFFBIG_CFLAGS
_CS_XBS5_LPBIG_OFFBIG_LDFLAGS	_CS_XBS5_LPBIG_OFFBIG_LDFLAGS	_CS_XBS5_LPBIG_OFFBIG_LDFLAGS	_CS_XBS5_LPBIG_OFFBIG_LDFLAGS	_CS_XBS5_LPBIG_OFFBIG_LDFLAGS	_CS_XBS5_LPBIG_OFFBIG_LDFLAGS
_CS_XBS5_LPBIG_OFFBIG_LIBS	_CS_XBS5_LPBIG_OFFBIG_LIBS	_CS_XBS5_LPBIG_OFFBIG_LIBS	_CS_XBS5_LPBIG_OFFBIG_LIBS	_CS_XBS5_LPBIG_OFFBIG_LIBS	_CS_XBS5_LPBIG_OFFBIG_LIBS
_CS_XBS5_LPBIG_OFFBIG_LINTFLAGS	_CS_XBS5_LPBIG_OFFBIG_LINTFLAGS	_CS_XBS5_LPBIG_OFFBIG_LINTFLAGS	_CS_XBS5_LPBIG_OFFBIG_LINTFLAGS	_CS_XBS5_LPBIG_OFFBIG_LINTFLAGS	_CS_XBS5_LPBIG_OFFBIG_LINTFLAGS
_CTYPE_H	1	1	1	1	1
_DLFCN_H	1	1	1	1	1
_ELF_H	1	1	1	1	1
_ENDIAN_H	1	1	1	1	1
_ERRNO_H	1	1	1	1	1
_EXTERN_INLINE	__extern_inline	__extern_inline	__extern_inline	__extern_inline	__extern_inline
_ElfW(e,w,t)	_ElfW_1 (e, w, _ ##t)	_ElfW_1 (e, w, _ ##t)	_ElfW_1 (e, w, _ ##t)	_ElfW_1 (e, w, _ ##t)	_ElfW_1 (e, w, _ ##t)
_ElfW_1(e,w,t)	e ##w ##t	e ##w ##t	e ##w ##t	e ##w ##t	e ##w ##t
_FCNTL_H	1	1	1	1	1
_FEATURES_H	1	1	1	1	1
_FENV_H	1	1	1	1	1
_GCC_LIMITS_H_					
_GCC_PTRDIFF_T					
_GCC_SIZE_T					
_GCC_WCHAR_T					
_GCC_WRAP_STDINT_H				???	???
_GLIBCXX_ABI_TAG_CXX11	__attribute ((__abi_tag__ (&quot;cxx11&quot;)))	__attribute ((__abi_tag__ (&quot;cxx11&quot;)))	__attribute ((__abi_tag__ (&quot;cxx11&quot;)))	???	???
_GLIBCXX_ATOMIC_BUILTINS	1	1	1	???	???
_GLIBCXX_BEGIN_EXTERN_C	extern &quot;C&quot; {	extern &quot;C&quot; {	extern &quot;C&quot; {	extern &quot;C&quot; {	extern &quot;C&quot; {
_GLIBCXX_BEGIN_NAMESPACE_ALGO				???	???
_GLIBCXX_BEGIN_NAMESPACE_CONTAINER				???	???
_GLIBCXX_BEGIN_NAMESPACE_LDBL				???	???
_GLIBCXX_BEGIN_NAMESPACE_VERSION				???	???
_GLIBCXX_CONST	__attribute__ ((__const__))	__attribute__ ((__const__))	__attribute__ ((__const__))	???	???
_GLIBCXX_CONSTEXPR				???	???
_GLIBCXX_CPU_DEFINES	1	1	1	1	1
_GLIBCXX_CXX_CONFIG_H	1	1	1	1	1
_GLIBCXX_DEPRECATED				1	1
_GLIBCXX_END_EXTERN_C	}	}	}	}	}
_GLIBCXX_END_NAMESPACE_ALGO				???	???
_GLIBCXX_END_NAMESPACE_CONTAINER				???	???
_GLIBCXX_END_NAMESPACE_LDBL				???	???
_GLIBCXX_END_NAMESPACE_VERSION				???	???
_GLIBCXX_EXTERN_TEMPLATE	1	1	1	1	1
_GLIBCXX_FAST_MATH	0	0	0	0	0
_GLIBCXX_FENV_H	1	1	1	1	1
_GLIBCXX_FULLY_DYNAMIC_STRING	0	0	0	???	???
_GLIBCXX_HAS_GTHREADS	1	1	1	1	1
_GLIBCXX_HAVE_ACOSF	1	1	1	1	1
_GLIBCXX_HAVE_ACOSL	1	1	1	1	???
_GLIBCXX_HAVE_ASINF	1	1	1	1	1
_GLIBCXX_HAVE_ASINL	1	1	1	1	1
_GLIBCXX_HAVE_AS_SYMVER_DIRECTIVE	1	1	1	1	1
_GLIBCXX_HAVE_ATAN2F	1	1	1	1	1
_GLIBCXX_HAVE_ATAN2L	1	1	1	1	???
_GLIBCXX_HAVE_ATANF	1	1	1	1	1
_GLIBCXX_HAVE_ATANL	1	1	1	1	???
_GLIBCXX_HAVE_ATTRIBUTE_VISIBILITY	1	1	1	1	1
_GLIBCXX_HAVE_AT_QUICK_EXIT	1	1	1	???	???
_GLIBCXX_HAVE_CEILF	1	1	1	1	1
_GLIBCXX_HAVE_CEILL	1	1	1	1	1
_GLIBCXX_HAVE_COMPLEX_H	1	1	1	1	1
_GLIBCXX_HAVE_COSF	1	1	1	1	1
_GLIBCXX_HAVE_COSHF	1	1	1	1	1
_GLIBCXX_HAVE_COSHL	1	1	1	1	1
_GLIBCXX_HAVE_COSL	1	1	1	1	1
_GLIBCXX_HAVE_DLFCN_H	1	1	1	1	1
_GLIBCXX_HAVE_EBADMSG	1	1	1	1	1
_GLIBCXX_HAVE_ECANCELED	1	1	1	1	1
_GLIBCXX_HAVE_ECHILD	1	1	1	???	???
_GLIBCXX_HAVE_EIDRM	1	1	1	1	1
_GLIBCXX_HAVE_ENDIAN_H	1	1	1	1	1
_GLIBCXX_HAVE_ENODATA	1	1	1	1	1
_GLIBCXX_HAVE_ENOLINK	1	1	1	1	1
_GLIBCXX_HAVE_ENOSPC	1	1	1	???	???
_GLIBCXX_HAVE_ENOSR	1	1	1	1	1
_GLIBCXX_HAVE_ENOSTR	1	1	1	1	1
_GLIBCXX_HAVE_ENOTRECOVERABLE	1	1	1	1	1
_GLIBCXX_HAVE_ENOTSUP	1	1	1	1	1
_GLIBCXX_HAVE_EOVERFLOW	1	1	1	1	1
_GLIBCXX_HAVE_EOWNERDEAD	1	1	1	1	1
_GLIBCXX_HAVE_EPERM	1	1	1	???	???
_GLIBCXX_HAVE_EPROTO	1	1	1	1	1
_GLIBCXX_HAVE_ETIME	1	1	1	1	1
_GLIBCXX_HAVE_ETIMEDOUT	1	1	1	???	???
_GLIBCXX_HAVE_ETXTBSY	1	1	1	1	1
_GLIBCXX_HAVE_EWOULDBLOCK	1	1	1	???	???
_GLIBCXX_HAVE_EXECINFO_H	1	1	1	???	???
_GLIBCXX_HAVE_EXPF	1	1	1	1	1
_GLIBCXX_HAVE_EXPL	1	1	1	1	???
_GLIBCXX_HAVE_FABSF	1	1	1	1	1
_GLIBCXX_HAVE_FABSL	1	1	1	???	1
_GLIBCXX_HAVE_FENV_H	1	1	1	1	1
_GLIBCXX_HAVE_FINITE	1	1	1	1	1
_GLIBCXX_HAVE_FINITEF	1	1	1	1	1
_GLIBCXX_HAVE_FINITEL	1	1	1	1	1
_GLIBCXX_HAVE_FLOAT_H	1	1	1	1	1
_GLIBCXX_HAVE_FLOORF	1	1	1	1	1
_GLIBCXX_HAVE_FLOORL	1	1	1	1	1
_GLIBCXX_HAVE_FMODF	1	1	1	1	1
_GLIBCXX_HAVE_FMODL	1	1	1	1	1
_GLIBCXX_HAVE_FREXPF	1	1	1	1	1
_GLIBCXX_HAVE_FREXPL	1	1	1	1	1
_GLIBCXX_HAVE_GETIPINFO	1	1	1	1	1
_GLIBCXX_HAVE_GETS	1	1	1	???	???
_GLIBCXX_HAVE_HYPOT	1	1	1	1	1
_GLIBCXX_HAVE_HYPOTF	1	1	1	1	1
_GLIBCXX_HAVE_HYPOTL	1	1	1	1	1
_GLIBCXX_HAVE_ICONV	1	1	1	1	1
_GLIBCXX_HAVE_INT64_T	1	1	1	1	1
_GLIBCXX_HAVE_INT64_T_LONG	1	???	???	???	???
_GLIBCXX_HAVE_INTTYPES_H	1	1	1	1	1
_GLIBCXX_HAVE_ISINF	1	1	1	1	1
_GLIBCXX_HAVE_ISINFF	1	1	1	1	1
_GLIBCXX_HAVE_ISINFL	1	1	1	1	1
_GLIBCXX_HAVE_ISNAN	1	1	1	1	1
_GLIBCXX_HAVE_ISNANF	1	1	1	1	1
_GLIBCXX_HAVE_ISNANL	1	1	1	1	1
_GLIBCXX_HAVE_ISWBLANK	1	1	1	1	1
_GLIBCXX_HAVE_LC_MESSAGES	1	1	1	1	1
_GLIBCXX_HAVE_LDEXPF	1	1	1	1	1
_GLIBCXX_HAVE_LDEXPL	1	1	1	1	1
_GLIBCXX_HAVE_LIBINTL_H	1	1	1	???	???
_GLIBCXX_HAVE_LIMIT_AS	1	1	???	???	???
_GLIBCXX_HAVE_LIMIT_DATA	1	1	???	???	???
_GLIBCXX_HAVE_LIMIT_FSIZE	1	1	???	???	???
_GLIBCXX_HAVE_LIMIT_RSS	1	1	???	???	???
_GLIBCXX_HAVE_LIMIT_VMEM	0	0	???	???	???
_GLIBCXX_HAVE_LINUX_FUTEX	1	1	1	???	???
_GLIBCXX_HAVE_LOCALE_H	1	1	1	1	1
_GLIBCXX_HAVE_LOG10F	1	1	1	1	1
_GLIBCXX_HAVE_LOG10L	1	1	1	1	1
_GLIBCXX_HAVE_LOGF	1	1	1	1	1
_GLIBCXX_HAVE_LOGL	1	1	1	1	1
_GLIBCXX_HAVE_MBSTATE_T	1	1	1	1	1
_GLIBCXX_HAVE_MEMORY_H	1	1	1	1	1
_GLIBCXX_HAVE_MODF	1	1	1	1	1
_GLIBCXX_HAVE_MODFF	1	1	1	1	1
_GLIBCXX_HAVE_MODFL	1	1	1	1	1
_GLIBCXX_HAVE_POLL	1	1	1	1	1
_GLIBCXX_HAVE_POWF	1	1	1	1	1
_GLIBCXX_HAVE_POWL	1	1	1	1	1
_GLIBCXX_HAVE_QUICK_EXIT	1	1	1	???	???
_GLIBCXX_HAVE_SETENV	1	1	???	???	???
_GLIBCXX_HAVE_SINCOS	1	1	1	1	1
_GLIBCXX_HAVE_SINCOSF	1	1	1	1	1
_GLIBCXX_HAVE_SINCOSL	1	1	1	1	1
_GLIBCXX_HAVE_SINF	1	1	1	1	1
_GLIBCXX_HAVE_SINHF	1	1	1	1	1
_GLIBCXX_HAVE_SINHL	1	1	1	1	1
